"","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR","LonId","LatID","Lon","Lat"
"730","V6870","polynesian","french_polynesia","french_polynesia_8",27.39614944,41.453,0.109777044,0,"Fished",29.37979827,18,"pare15",619.3284025,333,47,342,9,"active","pare",336,17,0,5,0,0,10.76470588,167.1176471,-142.52,-17.3,-142.5667,-17.3178
"731","V6877","polynesian","french_polynesia","french_polynesia_15",27.62852076,141,0.435574981,0,"Fished",847.0103063,7,"pare15",276.0333228,42,16,42,0,"active","pare",42,7,0,0,0,0,15.85714286,278.1428571,-143.88,-16.42,-143.9618,-16.4462
"732","V6909","polynesian","french_polynesia","french_polynesia_14",27.57633015,91,6.006074206,0,"Fished",871.809567,80,"pare15",196.0981875,1479,6,1488,9,"active","pare",1464,79,0,98,0,0,34.72151899,580.7088608,-143.64,-16.66,-143.563,-16.6195
"733","V6929","polynesian","french_polynesia","french_polynesia_1",27.40684221,63.71,0.166375248,0,"Fished",94.59353939,0,"pare15",0,0,7,0,0,"active","pare",0,0,0,0,0,0,0,0,-143.4,-17.46,-143.45,-17.4833
"734","V6932","polynesian","french_polynesia","french_polynesia_7",27.76048952,13.143,0.043211967,0,"Fished",61.49251332,9,"pare15",146.2206278,132,14,132,0,"active","pare",132,9,0,1,0,0,16.66666667,279,-144.6,-15.7,-144.6465,-15.7236
"735","V6941","polynesian","french_polynesia","french_polynesia_12",25.34938059,54.5,5.432876153,0,"Fished",741.8444765,13,"pare15",25.14601648,120,6,129,9,"active","pare",129,13,0,13,0,0,10.46153846,149.5384615,-135.08,-23.14,-135.0374,-23.1525
"736","V6945","polynesian","french_polynesia","french_polynesia_11",25.35386033,115.6,0.701231716,0,"Fished",498.9137263,5,"pare15",9.939480841,105,5,105,0,"active","pare",105,5,0,1,0,0,13.6,185.4,-134.92,-23.14,-134.8742,-23.1293
"737","V6991","polynesian","pitcairn","pitcairn_4",25.02584555,66.463,0.00037993,3,"Restricted",127.596246,33,"pare15",2530.683206,345,36,354,9,"active","pare",354,33,0,18,4,45,30.48484848,451.3636364,-130.68,-23.94,-130.727,-23.943
"738","V6994","polynesian","pitcairn","pitcairn_2",24.64347699,55.173,0,0,"Fished",78.26097399,50,"pare15",5969.548611,438,29,438,0,"active","pare",438,50,0,265,2,6,30.96,465.42,-124.84,-24.66,-124.7917,-24.6743
"739","V6995","polynesian","pitcairn","pitcairn_3",24.86387949,61.315,7.04e-05,31,"Closed",102.3020572,19,"pare15",189.8115312,159,24,162,3,"active","pare",162,19,0,244,2,9,28.94736842,364.4210526,-128.36,-24.42,-128.3376,-24.344
"740","V7013","polynesian","society_islands","society_islands_6",27.68722283,98,5.642162935,0,"Fished",339.3628568,46,"pare15",867.6951562,408,17,447,39,"active","pare",447,46,0,121,1,15,32.7826087,500.5434783,-151,-16.66,-151.0184,-16.7152
"741","V7029","polynesian","society_islands","society_islands_4",27.61781428,122.304,472.559687,0,"Fished",365.619897,88,"pare15",4990.391431,1347,22,1347,0,"active","pare",1347,88,0,214,4,228,31.10227273,451.9772727,-149.88,-17.54,-149.8628,-17.4845
"742","V7077","polynesian","austral_islands","austral_islands_1",25.48674916,67.891,0.005855667,0,"Fished",34.471528,4,"pare15",3.166666667,45,8,45,0,"active","pare",45,4,0,16,0,0,13.75,263.25,-154.76,-21.78,-154.718,-21.802
"743","V7090","polynesian","cook_islands","cook_islands_3",27.12169711,85.343,0.000854855,2,"Restricted",511.7065534,14,"pare15",0,381,2,381,0,"active","pare",381,14,0,131,6,123,9.428571429,174,-163.24,-18.02,-163.1862,-18.0302
"744","V7096","polynesian","cook_islands","cook_islands_2",25.76334826,73.704,889.7110954,2,"Restricted",176.3104123,9,"pare15",457.1274565,126,7,126,0,"active","pare",126,9,0,8,5,114,9.666666667,151,-159.72,-21.22,-159.7807,-21.1984
"745","V7101","polynesian","cook_islands","cook_islands_1",26.85307714,107,617.3800144,2,"Restricted",594.7565472,4,"pare15",104.1504723,18,8,21,3,"active","pare",21,4,0,20,4,21,7.25,73.5,-159.8,-18.82,-159.7969,-18.8734
"746","V7478","continental_tep","nicaragua_tep","nicaragua_tep_4",27.39084822,46.632,311.4635742,0,"Fished",118.328091,3,"pare15",4,30,2,57,27,"active","pare",27,1,0,0,0,0,3,30,-86.04,11.34,-86.0139,11.3644
"747","V7479","continental_tep","nicaragua_tep","nicaragua_tep_5",27.39649446,33.879,563.3702232,28,"Restricted",60.73783931,6,"pare15",32,423,4,426,3,"active","pare",426,6,0,187,5,423,4.333333333,1457.5,-86.2,11.5,-86.1883,11.5144
"748","V7481","offshore_tep","clipperton","clipperton_1",27.87131376,24.953,0,3,"Closed",285.4827992,4,"pare15",0,810,4,918,108,"active","pare",918,4,0,0,4,918,4,702,-109.16,10.3,-109.2167,10.3171
"749","V7483","offshore_tep","cocos","cocos_1",27.63421351,47.67,3.38e-05,37,"Closed",683.1800463,5,"pare15",10,1575,4,2595,1020,"active","pare",2595,5,0,127,5,2595,4.2,1744.8,-87.08,5.58,-87.0606,5.5382
"750","V7484","continental_tep","machalilla","machalilla_2",24.70434773,40.679,134.0911271,25,"Restricted",136.19115,4,"pare15",9,306,4,315,9,"active","pare",105,2,0,0,1,9,3.5,168,-81.08,-1.3,-81.0616,-1.2716
"751","V7485","continental_tep","machalilla","machalilla_4",24.57171905,33.6,260.6405492,25,"Restricted",88.83655541,10,"pare15",0,1341,6,1518,177,"active","pare",1500,9,0,274,0,0,12.55555556,365.3333333,-80.84,-1.46,-80.8001,-1.4921
"752","V7489","continental_tep","costa_rica","costa_rica_6",28.39161494,43.365,263.1759317,0,"Fished",47.32052887,9,"pare15",50.23884939,237,11,240,3,"active","pare",240,9,0,308,0,0,11.55555556,295.6666667,-85.32,9.74,-85.2875,9.7744
"753","V7490","continental_tep","coiba","coiba_2",28.3764616,48.329,44.39592055,14,"Restricted",463.0738335,20,"pare15",78.75952381,1674,9,1767,93,"active","pare",1758,18,0,810,2,87,8.777777778,416.5,-81.8,7.9,-81.7952,7.8637
"754","V7491","continental_tep","coiba","coiba_3",28.30562371,45.333,31.97957784,14,"Restricted",294.6761583,7,"pare15",10.66190476,1083,8,2388,1305,"active","pare",2388,7,0,297,2,2118,9.285714286,736.7142857,-81.64,7.66,-81.6245,7.6943
"755","V7492","continental_tep","coiba","coiba_13",28.35676826,29.8,20.71879792,14,"Restricted",55.27128578,12,"pare15",51.2604234,192,12,240,48,"active","pare",210,10,0,274,1,3,12.9,374.4,-82.28,7.5,-82.2471,7.4705
"756","V7493","continental_tep","coiba","coiba_14",28.28362753,31.667,23.24708309,14,"Restricted",32.89618335,15,"pare15",72.39287869,156,7,156,0,"active","pare",150,13,0,299,0,0,6.230769231,170.5384615,-81.88,7.5,-81.8921,7.5028
"757","V7493","continental_tep","coiba","coiba_8",28.31004866,51.9,26.37138404,14,"Restricted",326.7690637,15,"pare15",72.39287869,156,7,156,0,"active","pare",150,13,0,299,0,0,6.230769231,170.5384615,-81.88,7.5,-81.8503,7.565
"758","V7494","continental_tep","costa_rica","costa_rica_4",28.3803745,39.294,256.2000447,0,"Fished",36.23562013,13,"pare15",0.60952381,867,11,1155,288,"active","pare",1155,13,0,372,2,447,7.846153846,514.8461538,-85.56,9.82,-85.4875,9.8599
"759","V7502","continental_tep","coiba","coiba_6",28.47620145,43.429,72.80714911,0,"Fished",66.66640071,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0,-82.28,8.06,-82.2867,8.1065
"760","V7509","continental_tep","coiba","coiba_5",28.46847693,44.5,37.61185284,0,"Fished",106.4122476,5,"pare15",25.04047619,21,12,24,3,"active","pare",24,5,0,94,0,0,3.4,18.6,-82.44,7.82,-82.4402,7.8702
"761","V7517","offshore_tep","malpelo","malpelo_1",26.68360291,39.303,1.466270214,13,"Restricted",1469.477995,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0,-81.64,3.98,-81.6065,4.002
"762","V7519","continental_tep","panama_pacific","panama_pacific_1",27.4225213,44.05,345.2090455,0,"Fished",298.0582981,38,"pare15",24125.21072,318,101,318,0,"active","pare",0,0,0,0,0,0,0,0,-79.48,8.78,-79.5391,8.7717
"763","V7523","continental_tep","las_perlas","las_perlas_3",27.39980773,59.6,80.64003922,12,"Restricted",349.1803303,42,"pare15",1887.814575,1140,25,1140,0,"active","pare",51,3,0,101,2,12,10,116,-79.16,8.38,-79.0989,8.4159
"764","V7526","continental_tep","las_perlas","las_perlas_1",27.4607606,57.15,58.48961726,12,"Restricted",2160.611023,7,"pare15",8586.544496,42,38,42,0,"active","pare",0,0,0,0,0,0,0,0,-79.08,8.7,-79.0538,8.6598
"765","V7530","offshore_tep","revillagigedo","revillagigedo_2",25.55646986,27.48,0.082400503,2,"Restricted",76.02174675,11,"pare15",7577.004949,57,23,63,6,"active","pare",9,2,0,42,1,6,12.5,67.5,-110.84,19.34,-110.8029,19.3336
"766","V7531","offshore_tep","revillagigedo","revillagigedo_3",25.35435868,28.867,0.00298335,2,"Restricted",170.4505946,11,"pare15",1252.250252,60,32,60,0,"active","pare",9,2,0,128,0,0,10.5,57,-112.12,19.02,-112.0843,18.9927
"767","V8009","caribbean","florida_keys","florida_keys_4",26.34265548,52.5,30.33921774,29,"Closed",684.6758914,22,"pare15",74.87759856,378,40,405,27,"active","pare",405,22,0,1429,17,273,35.72727273,471.6818182,-82.92,24.54,-82.8937,24.618
"768","V8012","caribbean","florida_keys","florida_keys_1",26.72525131,67.321,112.4084654,29,"Closed",1107.517461,16,"pare15",185.2284486,480,47,537,57,"active","pare",537,16,0,1121,13,516,30.5625,527.0625,-81.16,24.62,-81.1068,24.6263
"769","V8015","caribbean","florida_keys","florida_keys_3",26.75360838,56.5,90.59050737,29,"Closed",690.6206456,20,"pare15",7188.739058,99,54,102,3,"active","pare",102,20,0,1725,14,69,38.35,538.35,-81.48,24.54,-81.4089,24.5444
"770","V8030","caribbean","florida_keys","florida_keys_2",26.66645888,55.564,152.4117696,29,"Closed",711.8605473,80,"pare15",0,696,1,696,0,"active","pare",696,80,3,7150,38,345,43.725,885.2625,-81,24.62,-81.0061,24.6906
"771","V8057","caribbean","curacao","curacao_3",27.37822228,42.127,107.5464134,0,"Fished",179.4782453,0,"pare15",0,0,16,0,0,"active","pare",0,0,0,0,0,0,0,0,-68.92,12.06,-68.845,12.06
"772","V8057","caribbean","curacao","curacao_1",27.36272391,38.885,2086.800403,0,"Fished",134.7818248,0,"pare15",0,0,16,0,0,"active","pare",0,0,0,0,0,0,0,0,-68.92,12.06,-68.975,12.125
"773","V8093","caribbean","bonaire","bonaire_2",27.42594135,42.667,53.52726759,27,"Restricted",289.7148989,7,"pare15",16.5,60,2,60,0,"active","pare",60,7,0,307,3,48,6.142857143,501.8571429,-68.36,12.14,-68.2877,12.1126
"774","V8093","caribbean","bonaire","bonaire_3",27.44957222,65.65,159.6667909,27,"Restricted",274.9593321,7,"pare15",16.5,60,2,60,0,"active","pare",60,7,0,307,3,48,6.142857143,501.8571429,-68.36,12.14,-68.3237,12.2084
"775","V8094","caribbean","curacao","curacao_4",27.4762042,41.388,117.5835715,0,"Fished",225.6181667,9,"pare15",0,2931,5,3159,228,"active","pare",3159,9,0,323,5,1668,5.555555556,399,-69.16,12.3,-69.16,12.38
"776","V8096","caribbean","curacao","curacao_2",27.40738713,40.956,116.4168043,0,"Fished",166.5572277,0,"pare15",0,0,3,0,0,"active","pare",0,0,0,0,0,0,0,0,-69.16,12.22,-69.095,12.23
"777","V8175","caribbean","san_blas","san_blas_1",27.9221571,62.469,83.39860752,0,"Fished",235.2121237,17,"pare15",660.1240163,1086,13,1269,183,"active","pare",1269,17,0,2121,2,9,16.23529412,896.8235294,-78.84,9.58,-78.915,9.5717
"778","V8181","caribbean","bocas_del_toro","bocas_del_toro_1",28.00115765,29.875,64.90122141,0,"Fished",33.07927582,14,"pare15",1962.047475,954,13,1122,168,"active","pare",1122,14,0,1425,1,168,13.28571429,810,-82.04,9.26,-82.1108,9.2597
"779","V8219","caribbean","southwestern_caribbean","southwestern_caribbean_2",27.79259522,45,0.472886429,14,"Restricted",454.7860281,1,"pare15",771.8370243,3,16,3,0,"active","pare",3,1,0,2,0,0,10,81,-80.2,14.38,-80.2402,14.3594
"780","V8226","caribbean","southwestern_caribbean","southwestern_caribbean_3",27.79669981,69,0.478113344,14,"Restricted",380.1907767,4,"pare15",791.8410307,33,27,33,0,"active","pare",33,4,0,90,1,3,3,15,-80.28,14.46,-80.2298,14.4444
"781","V8237","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_1",27.80955032,66.606,7.147167721,14,"Closed",258.3627293,8,"pare15",1139.265515,27,42,27,0,"active","pare",27,8,0,141,2,9,6,71.625,-81.32,13.42,-81.367,13.4083
"782","V8259","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_3",27.80576062,63.24,12719.2482,14,"Closed",371.6934358,7,"pare15",764.7943162,288,52,288,0,"active","pare",288,7,0,1006,1,21,10,65.57142857,-81.72,12.62,-81.7014,12.5719
"783","V8406","caribbean","belize","belize_3",28.00453661,50.167,100.5459794,23,"Restricted",141.208764,32,"pare15",3.5,666,2,666,0,"active","pare",666,32,0,2028,15,294,43.25,595.125,-88.04,16.94,-88.0662,16.8683
"784","V8474","caribbean","mexico_caribbean","mexico_caribbean_13",27.79332632,64.82,261.775681,3,"Restricted",1620.039372,23,"pare15",1.666666667,411,6,411,0,"active","pare",411,23,2,3377,5,129,11.2173913,209.7391304,-87,20.62,-87.0712,20.6048
"785","V8490","caribbean","mexico_caribbean","mexico_caribbean_12",28.01284986,32.298,10.28978407,0,"Fished",168.266968,9,"pare15",5.833333333,207,5,234,27,"active","pare",234,9,0,1482,2,42,9.666666667,347.3333333,-84.28,20.62,-84.3079,20.6403
"786","V8691","caribbean","grand_cayman","grand_cayman_1",28.03176552,54,3981.11194,33,"Restricted",353.036567,14,"pare15",7332.746124,78,3,78,0,"active","pare",78,14,1,883,0,0,13,569.7857143,-81.4,19.26,-81.387,19.3066
"787","V8803","caribbean","cuba","cuba_1",28.01797581,45.164,29.65107863,9,"Restricted",99.63773697,10,"pare15",236.6877127,48,27,48,0,"active","pare",48,10,2,1817,2,9,11.4,198.9,-78.84,20.7,-78.8615,20.7621
"788","V9294","central_iwp","palau","palau_1",29.23588654,148.3,0.356749738,15,"Closed",453.1977904,27,"pare15",5850981.655,213,15,213,0,"active","pare",213,27,16,253,5,45,36.62962963,357.3333333,131.88,2.86,131.86,2.89
"789","V9387","sw_atlantic","abrolhos","abrolhos_1",25.9122393,26.64,24.5418829,36,"Restricted",129.2454912,4,"pare15",0,45,0,45,0,"active","pare",45,4,0,182,0,0,2.25,640.5,-38.68,-18.02,-38.6928,-17.9649
"790","V9387","sw_atlantic","neb","neb_1",25.91847149,31.182,23.12337527,36,"Restricted",430.2367896,4,"pare15",0,45,0,45,0,"active","pare",45,4,0,182,0,0,2.25,640.5,-38.68,-18.02,-38.6798,-17.9716
"791","V9388","sw_atlantic","neb","neb_3",25.97525955,21,58.58279555,36,"Restricted",198.9719174,3,"pare15",0,1320,7,1473,153,"active","pare",1473,3,0,151,0,0,2,490,-39.08,-17.46,-39.0281,-17.4784
"792","V9391","sw_atlantic","neb","neb_2",25.95102624,29.067,46.43862614,26,"Restricted",229.5946345,4,"pare15",0,126,0,126,0,"active","pare",126,4,0,182,0,0,2.25,640.5,-39,-17.62,-38.9794,-17.677
"793","V9399","offshore_sw_atlantic","noronha","noronha_1",27.33692162,24.048,853.0534328,30,"Restricted",220.2895794,2,"pare15",0,558,12,558,0,"active","pare",558,2,0,718,0,0,2,28.5,-32.36,-3.86,-32.4135,-3.8385
"794","V9427","offshore_sw_atlantic","stpauls_rocks","stpauls_rocks_1",27.33693531,12.041,0,1,"Closed",533.6256031,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0,-29.32,0.94,-29.3446,0.9181
"795","V9428","offshore_sw_atlantic","trindade","trindade_2",25.20253776,20.334,0,1,"Closed",1330.12691,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0,-28.92,-20.5,-28.8568,-20.4741
"796","V9429","sw_pacific","southern_coral_sea","southern_coral_sea_7",25.35074696,114.233,9.3e-05,7,"Closed",111.7900726,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0,155.72,-21.22,155.763,-21.2321
"797","V9446","sw_pacific","central_coral_sea","central_coral_sea_19",26.81819764,142.14,0.181255823,7,"Closed",283.8299502,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0,150.36,-16.58,150.3072,-16.5689
"798","V9463","sw_pacific","central_coral_sea","central_coral_sea_21",26.76329348,127.081,0.599937535,7,"Closed",474.8821846,25,"pare15",3616.668697,387,74,387,0,"active","pare",387,25,7,2,25,387,22.6,333.36,147.8,-16.5,147.8493,-16.4949
"799","V9482","sw_pacific","central_coral_sea","central_coral_sea_4",26.71731865,170.757,0.326855143,7,"Closed",241.726872,45,"pare15",8096.179868,744,112,744,0,"active","pare",744,45,13,2,43,732,30.22222222,424.1333333,149.24,-16.9,149.195,-16.9329
"800","V9485","sw_pacific","central_coral_sea","central_coral_sea_5",26.6901062,153.321,0.228821343,7,"Closed",262.9439183,63,"pare15",1109.716945,1611,153,1611,0,"active","pare",1611,63,17,10,61,1596,27.84126984,443,150.04,-16.9,149.9993,-16.9304
"801","V9496","sw_pacific","central_coral_sea","central_coral_sea_17",26.51416426,138.286,0.730447591,7,"Closed",392.3837395,30,"pare15",6944.265175,465,90,468,3,"active","pare",468,30,9,6,29,456,31,443,148.44,-17.86,148.4922,-17.8513
"802","V9499","sw_pacific","central_coral_sea","central_coral_sea_18",26.52524038,119.77,0.703473762,7,"Closed",308.597585,55,"pare15",3307.006293,726,187,726,0,"active","pare",726,55,18,12,51,672,37.41818182,599.0727273,148.52,-17.7,148.4486,-17.7109
"803","V9523","sw_pacific","central_coral_sea","central_coral_sea_8",26.67324968,147.79,0.000344196,7,"Closed",386.8520941,36,"pare15",7516.350203,543,166,543,0,"active","pare",543,36,15,8,33,504,28.86111111,369.5,152.12,-17.14,152.0767,-17.1215
"804","V9539","sw_pacific","central_coral_sea","central_coral_sea_10",26.64634114,127.066,0.005860597,7,"Closed",484.892859,45,"pare15",17594.87778,597,67,597,0,"active","pare",597,45,13,7,44,585,28.04444444,415.4666667,151.8,-17.14,151.8413,-17.1141
"805","V9547","sw_pacific","central_coral_sea","central_coral_sea_13",26.53115768,98,0.14848753,7,"Closed",462.6031983,15,"pare15",27449.96845,126,112,126,0,"active","pare",126,15,2,1,15,126,26.8,400.4,151,-17.46,150.952,-17.4516
"806","V9565","sw_pacific","central_coral_sea","central_coral_sea_12",26.5582935,124.357,0.13898351,7,"Closed",323.2553283,31,"pare15",15154.94316,1455,100,1461,6,"active","pare",1461,31,12,5,28,1449,13.70967742,187.8387097,151.08,-17.38,151.0713,-17.4272
"807","V9571","sw_pacific","central_coral_sea","central_coral_sea_15",26.46397257,145.121,0.247770716,7,"Closed",221.0375059,25,"pare15",5188.189478,447,103,447,0,"active","pare",447,25,8,0,24,438,17.32,244.44,150.68,-17.78,150.6335,-17.7737
"808","V9578","sw_pacific","central_coral_sea","central_coral_sea_23",26.1798981,58.5,0.081743892,7,"Closed",161.4558966,26,"pare15",67416.92481,222,82,222,0,"active","pare",222,26,14,0,24,216,46.61538462,602.7692308,152.28,-18.98,152.3431,-18.9861
"809","V9590","sw_pacific","central_coral_sea","central_coral_sea_14",26.48135211,115.448,0.21864636,7,"Closed",245.0714168,22,"pare15",83259.62921,174,92,180,6,"active","pare",177,21,16,0,20,159,45.23809524,576,150.84,-17.7,150.789,-17.6788
"810","V9598","sw_pacific","central_coral_sea","central_coral_sea_2",26.11044847,169.134,0.095627052,7,"Closed",227.4405194,8,"pare15",330661.6703,39,90,39,0,"active","pare",39,8,4,2,8,39,28.125,487.5,152.36,-19.3,152.3429,-19.2461
"811","V9601","sw_pacific","southern_coral_sea","southern_coral_sea_8",25.61579077,146.464,0.087271449,7,"Closed",183.0578774,17,"pare15",47716.11797,111,94,111,0,"active","pare",111,17,5,2,17,111,30,424.0588235,154.36,-21.06,154.3797,-20.9915
"812","V9605","sw_pacific","central_coral_sea","central_coral_sea_3",26.14337838,127.943,0.083861723,7,"Closed",352.6465003,29,"pare15",1703497.235,441,86,441,0,"active","pare",438,28,12,5,28,438,30.92857143,432,152.36,-19.06,152.3876,-19.1104
"813","V9609","sw_pacific","central_coral_sea","central_coral_sea_1",26.11375899,144.966,0.105308823,7,"Closed",242.0754041,24,"pare15",13345.79197,459,85,459,0,"active","pare",459,24,10,3,24,459,20.625,274.25,152.28,-19.3,152.2226,-19.2887
"814","V9614","sw_pacific","southern_coral_sea","southern_coral_sea_5",25.22691894,97.286,0.141334445,7,"Closed",30.33354761,62,"pare15",648297.8152,402,134,402,0,"active","pare",246,39,13,40,21,141,58.1025641,838,155.24,-22.18,155.1722,-22.1816
"815","V9615","sw_pacific","southern_coral_sea","southern_coral_sea_3",25.16804436,134.665,0.120199672,7,"Closed",158.8652081,72,"pare15",715714.0729,645,151,645,0,"active","pare",369,45,13,61,27,267,55.77777778,848.5333333,155.4,-22.18,155.4647,-22.1699
"816","V9615","sw_pacific","southern_coral_sea","southern_coral_sea_4",25.18280339,133.16,0.132255008,7,"Closed",411.8099375,72,"pare15",715714.0729,645,151,645,0,"active","pare",369,45,13,61,27,267,55.77777778,848.5333333,155.4,-22.18,155.339,-22.1904
